"X1","RRC_X0","RRC_X0.64","RRC_X0.64.1","RRC_X0.1","RRC_X0.32","RRC_X0.2","RRC_X0.3","RRC_X0.4","RRC_X0.5","RRC_X0.6","RRC_X0.7","RRC_X0.64.2","RRC_X0.8","RRC_X0.9","RRC_X0.10","RRC_X0.32.1","RRC_X0.11","RRC_X1.29","RRC_X1.93","RRC_X0.12","RRC_X0.96","RRC_X0.13","RRC_X0.14","RRC_X0.15","RRC_X0.16","RRC_X0.17","RRC_X0.18","RRC_X0.19","RRC_X0.20","RRC_X0.21","RRC_X0.22","RRC_X0.23","RRC_X0.24","RRC_X0.25","RRC_X0.26","RRC_X0.27","RRC_X0.28","RRC_X0.29","RRC_X0.30","RRC_X0.31","RRC_X0.33","RRC_X0.34","RRC_X0.35","RRC_X0.36","RRC_X0.37","RRC_X0.38","RRC_X0.39","RRC_X0.40","RRC_X0.41","RRC_X0.42","RRC_X0.43","RRC_X0.778","RRC_X0.44","RRC_X0.45","RRC_X3.756","RRC_X61","RRC_X278"
0,-0.342438063299985,-0.16496607818663,1.76413118697029,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,2.09832745027669,2.27874119299467,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,0.82670726219895,-0.167893623298977,-0.349500267179998,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,-0.297779071731817,0.230612016185673,-0.0713879424052652,-0.111546378766181,-0.158453790245134,0.536063912857921,-0.155198077696325,0.0184373021056917,0.557825812457875,0.0623029922700419,-0.114292365078221,-0.206096988034334,-0.348426185856733
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.727636228818282,-0.167893623298977,-0.674246339597927,2.06535032198212,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,-0.297779071731817,0.208663281417373,-0.0713879424052652,-0.111546378766181,12.2605836548249,-0.296107489884678,-0.155198077696325,-0.257390685685976,-0.308358120927058,0.448899489079761,-0.00554084950506753,-0.047051224320113,0.0456941561523007
1,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,6.08963075835967,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.936008363483635,-0.167893623298977,-0.674246339597927,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,2.36549917835405,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,0.739988287705294,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,0.140320179109218,-0.155198077696325,-0.329718913595791,1.13121517681128,-0.103048521425681,-0.0360769893458053,-0.118878343416858,-0.326988677713982
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,0.53194436054421,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,1.70380020696375,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.181363335236139,1.14629377703486,0.441547857940598,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.0289436436497161,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,0.949753983049478,0.364415338575673,-0.197388311796178,-0.0713879424052652,-0.111546378766181,0.322044682331979,-0.0815921949554746,-0.155198077696325,-0.329718913595791,-0.308358120927058,-0.103048521425681,-0.125101339242693,-0.242010547582706,-0.412738710284985
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.936008363483635,-0.167893623298977,-0.674246339597927,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,1.25682367846159,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,-0.297779071731817,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,-0.514321324381626,-0.155198077696325,-0.329718913595791,-0.308358120927058,-0.103048521425681,-0.124218974004777,-0.257402073103437,-0.450666609306775
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.936008363483635,-0.167893623298977,2.78971176619332,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,7.93517531313593,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,-0.514321324381626,6.06019622023346,0.503894560619027,-0.308358120927058,-0.103048521425681,-0.0722224510561524,-0.175313936992872,-0.4193348666366
0,-0.342438063299985,-0.0487500833847281,-0.417673260000547,-0.0468995939270961,-0.122247199531548,-0.350270839154223,-0.291796579845969,-0.0880486921964625,-0.0720885053939588,-0.262811814419943,-0.296862363229018,1.08880185709358,0.186172208829314,0.511190567842061,-0.190115147584104,-0.216535614721883,1.95313058605772,-0.347511613300555,-0.851533173754438,-0.0305904620700681,-0.674246339597927,-0.118171685508249,0.137966517466957,-0.0548681894266706,1.53177303649497,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,0.0948799386972184,-0.14521547728905,-0.198068229670956,-0.242131759712977,0.0307381799085509,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,0.427216680797768,-0.205994058978416,-0.127343541901947,-0.0704586025217829,-0.197388311796178,-0.0713879424052652,-0.111546378766181,0.601308751863977,-0.151864446742627,-0.155198077696325,-0.329718913595791,-0.133494697755452,-0.103048521425681,-0.100174521271565,-0.144530885951409,0.482689514446835
1,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,0.961867565765666,-0.167893623298977,-0.674246339597927,-0.118171685508249,6.10391847594008,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,-0.297779071731817,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,-0.514321324381626,-0.155198077696325,-0.0624722409798641,-0.308358120927058,-0.103048521425681,-0.106035947494864,-0.211227496541244,-0.379757928526907
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,-0.936008363483635,-0.167893623298977,-0.674246339597927,-0.118171685508249,-0.290211852758386,-0.212995433634922,8.87243492345017,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,-0.297779071731817,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,-0.514321324381626,-0.155198077696325,-0.329718913595791,-0.308358120927058,-0.103048521425681,-0.0651320161086126,-0.180444445499782,-0.425931022988216
0,-0.342438063299985,-0.16496607818663,-0.556515361171419,-0.0468995939270961,-0.464210969571149,-0.350270839154223,-0.291796579845969,-0.262563519767932,-0.323306024191088,-0.371369943885039,-0.296862363229018,-0.628552025562761,-0.312058501686246,-0.174927744360639,-0.190115147584104,-0.301293607914991,-0.321139006325202,-0.347511613300555,0.415594672183523,-0.167893623298977,-0.674246339597927,-0.118171685508249,-0.290211852758386,-0.212995433634922,-0.328818525724323,-0.299242839487642,-0.227896093029525,-0.231831504901729,-0.166731949807142,-0.225240754884885,-0.160539752878755,-0.143212336717382,-0.174920834849374,-0.14521547728905,-0.198068229670956,-0.242131759712977,-0.323459283967537,-0.059836258810542,-0.180911983385126,-0.185304536466176,-0.12090487363198,-0.172600516731329,-0.205994058978416,-0.127343541901947,0.888240767624881,-0.197388311796178,-0.0713879424052652,-0.111546378766181,-0.158453790245134,-0.514321324381626,-0.155198077696325,-0.329718913595791,-0.308358120927058,-0.103048521425681,-0.113504538972939,-0.242010547582706,-0.409440632109177
